ClosingTime,tx_count,hour,day_of_week,month,quarter,year,is_weekend
1989-03-03 18:00:00,45,18,4,3,1,1989,0
1989-03-03 19:00:00,991,19,4,3,1,1989,0
1989-03-03 20:00:00,1002,20,4,3,1,1989,0
1989-03-03 21:00:00,977,21,4,3,1,1989,0
1989-03-03 22:00:00,977,22,4,3,1,1989,0
1989-03-03 23:00:00,975,23,4,3,1,1989,0
1989-03-04 00:00:00,992,0,5,3,1,1989,1
1989-03-04 01:00:00,980,1,5,3,1,1989,1
1989-03-04 02:00:00,963,2,5,3,1,1989,1
1989-03-04 03:00:00,964,3,5,3,1,1989,1
1989-03-04 04:00:00,971,4,5,3,1,1989,1
1989-03-04 05:00:00,966,5,5,3,1,1989,1
1989-03-04 06:00:00,969,6,5,3,1,1989,1
1989-03-04 07:00:00,974,7,5,3,1,1989,1
1989-03-04 08:00:00,976,8,5,3,1,1989,1
1989-03-04 09:00:00,963,9,5,3,1,1989,1
1989-03-04 10:00:00,961,10,5,3,1,1989,1
1989-03-04 11:00:00,979,11,5,3,1,1989,1
1989-03-04 12:00:00,979,12,5,3,1,1989,1
1989-03-04 13:00:00,962,13,5,3,1,1989,1
1989-03-04 14:00:00,992,14,5,3,1,1989,1
1989-03-04 15:00:00,975,15,5,3,1,1989,1
1989-03-04 16:00:00,976,16,5,3,1,1989,1
1989-03-04 17:00:00,993,17,5,3,1,1989,1
1989-03-04 18:00:00,991,18,5,3,1,1989,1
1989-03-04 19:00:00,969,19,5,3,1,1989,1
1989-03-04 20:00:00,998,20,5,3,1,1989,1
1989-03-04 21:00:00,976,21,5,3,1,1989,1
1989-03-04 22:00:00,981,22,5,3,1,1989,1
1989-03-04 23:00:00,989,23,5,3,1,1989,1
1989-03-05 00:00:00,1000,0,6,3,1,1989,1
1989-03-05 01:00:00,990,1,6,3,1,1989,1
1989-03-05 02:00:00,1015,2,6,3,1,1989,1
1989-03-05 03:00:00,992,3,6,3,1,1989,1
1989-03-05 04:00:00,996,4,6,3,1,1989,1
1989-03-05 05:00:00,998,5,6,3,1,1989,1
1989-03-05 06:00:00,1013,6,6,3,1,1989,1
1989-03-05 07:00:00,976,7,6,3,1,1989,1
1989-03-05 08:00:00,983,8,6,3,1,1989,1
1989-03-05 09:00:00,987,9,6,3,1,1989,1
1989-03-05 10:00:00,990,10,6,3,1,1989,1
1989-03-05 11:00:00,1006,11,6,3,1,1989,1
1989-03-05 12:00:00,1000,12,6,3,1,1989,1
1989-03-05 13:00:00,975,13,6,3,1,1989,1
1989-03-05 14:00:00,976,14,6,3,1,1989,1
1989-03-05 15:00:00,986,15,6,3,1,1989,1
1989-03-05 16:00:00,992,16,6,3,1,1989,1
1989-03-05 17:00:00,992,17,6,3,1,1989,1
1989-03-05 18:00:00,1001,18,6,3,1,1989,1
1989-03-05 19:00:00,999,19,6,3,1,1989,1
1989-03-05 20:00:00,987,20,6,3,1,1989,1
1989-03-05 21:00:00,999,21,6,3,1,1989,1
1989-03-05 22:00:00,979,22,6,3,1,1989,1
1989-03-05 23:00:00,977,23,6,3,1,1989,1
1989-03-06 00:00:00,994,0,0,3,1,1989,0
1989-03-06 01:00:00,992,1,0,3,1,1989,0
1989-03-06 02:00:00,993,2,0,3,1,1989,0
1989-03-06 03:00:00,986,3,0,3,1,1989,0
1989-03-06 04:00:00,979,4,0,3,1,1989,0
1989-03-06 05:00:00,976,5,0,3,1,1989,0
1989-03-06 06:00:00,977,6,0,3,1,1989,0
1989-03-06 07:00:00,981,7,0,3,1,1989,0
1989-03-06 08:00:00,978,8,0,3,1,1989,0
1989-03-06 09:00:00,980,9,0,3,1,1989,0
1989-03-06 10:00:00,978,10,0,3,1,1989,0
1989-03-06 11:00:00,984,11,0,3,1,1989,0
1989-03-06 12:00:00,1006,12,0,3,1,1989,0
1989-03-06 13:00:00,998,13,0,3,1,1989,0
1989-03-06 14:00:00,969,14,0,3,1,1989,0
1989-03-06 15:00:00,989,15,0,3,1,1989,0
1989-03-06 16:00:00,981,16,0,3,1,1989,0
1989-03-06 17:00:00,984,17,0,3,1,1989,0
1989-03-06 18:00:00,999,18,0,3,1,1989,0
1989-03-06 19:00:00,979,19,0,3,1,1989,0
1989-03-06 20:00:00,977,20,0,3,1,1989,0
1989-03-06 21:00:00,992,21,0,3,1,1989,0
1989-03-06 22:00:00,995,22,0,3,1,1989,0
1989-03-06 23:00:00,998,23,0,3,1,1989,0
1989-03-07 00:00:00,1003,0,1,3,1,1989,0
1989-03-07 01:00:00,1010,1,1,3,1,1989,0
1989-03-07 02:00:00,1001,2,1,3,1,1989,0
1989-03-07 03:00:00,998,3,1,3,1,1989,0
1989-03-07 04:00:00,993,4,1,3,1,1989,0
1989-03-07 05:00:00,1005,5,1,3,1,1989,0
1989-03-07 06:00:00,990,6,1,3,1,1989,0
1989-03-07 07:00:00,978,7,1,3,1,1989,0
1989-03-07 08:00:00,989,8,1,3,1,1989,0
1989-03-07 09:00:00,981,9,1,3,1,1989,0
1989-03-07 10:00:00,985,10,1,3,1,1989,0
1989-03-07 11:00:00,1007,11,1,3,1,1989,0
1989-03-07 12:00:00,1002,12,1,3,1,1989,0
1989-03-07 13:00:00,993,13,1,3,1,1989,0
1989-03-07 14:00:00,978,14,1,3,1,1989,0
1989-03-07 15:00:00,1001,15,1,3,1,1989,0
1989-03-07 16:00:00,979,16,1,3,1,1989,0
1989-03-07 17:00:00,991,17,1,3,1,1989,0
1989-03-07 18:00:00,989,18,1,3,1,1989,0
1989-03-07 19:00:00,1000,19,1,3,1,1989,0
1989-03-07 20:00:00,1003,20,1,3,1,1989,0
1989-03-07 21:00:00,1017,21,1,3,1,1989,0
1989-03-07 22:00:00,999,22,1,3,1,1989,0
1989-03-07 23:00:00,1015,23,1,3,1,1989,0
1989-03-08 00:00:00,987,0,2,3,1,1989,0
1989-03-08 01:00:00,990,1,2,3,1,1989,0
1989-03-08 02:00:00,981,2,2,3,1,1989,0
1989-03-08 03:00:00,981,3,2,3,1,1989,0
1989-03-08 04:00:00,967,4,2,3,1,1989,0
1989-03-08 05:00:00,977,5,2,3,1,1989,0
1989-03-08 06:00:00,994,6,2,3,1,1989,0
1989-03-08 07:00:00,980,7,2,3,1,1989,0
1989-03-08 08:00:00,1006,8,2,3,1,1989,0
1989-03-08 09:00:00,1015,9,2,3,1,1989,0
1989-03-08 10:00:00,995,10,2,3,1,1989,0
1989-03-08 11:00:00,982,11,2,3,1,1989,0
1989-03-08 12:00:00,967,12,2,3,1,1989,0
1989-03-08 13:00:00,981,13,2,3,1,1989,0
1989-03-08 14:00:00,1001,14,2,3,1,1989,0
1989-03-08 15:00:00,1004,15,2,3,1,1989,0
1989-03-08 16:00:00,1015,16,2,3,1,1989,0
1989-03-08 17:00:00,1009,17,2,3,1,1989,0
1989-03-08 18:00:00,1007,18,2,3,1,1989,0
1989-03-08 19:00:00,1021,19,2,3,1,1989,0
1989-03-08 20:00:00,1011,20,2,3,1,1989,0
1989-03-08 21:00:00,1010,21,2,3,1,1989,0
1989-03-08 22:00:00,999,22,2,3,1,1989,0
1989-03-08 23:00:00,993,23,2,3,1,1989,0
1989-03-09 00:00:00,980,0,3,3,1,1989,0
1989-03-09 01:00:00,992,1,3,3,1,1989,0
1989-03-09 02:00:00,1021,2,3,3,1,1989,0
1989-03-09 03:00:00,987,3,3,3,1,1989,0
1989-03-09 04:00:00,995,4,3,3,1,1989,0
1989-03-09 05:00:00,991,5,3,3,1,1989,0
1989-03-09 06:00:00,998,6,3,3,1,1989,0
1989-03-09 07:00:00,1007,7,3,3,1,1989,0
1989-03-09 08:00:00,996,8,3,3,1,1989,0
1989-03-09 09:00:00,1014,9,3,3,1,1989,0
1989-03-09 10:00:00,1005,10,3,3,1,1989,0
1989-03-09 11:00:00,1002,11,3,3,1,1989,0
1989-03-09 12:00:00,1001,12,3,3,1,1989,0
1989-03-09 13:00:00,980,13,3,3,1,1989,0
1989-03-09 14:00:00,980,14,3,3,1,1989,0
1989-03-09 15:00:00,1000,15,3,3,1,1989,0
1989-03-09 16:00:00,1001,16,3,3,1,1989,0
1989-03-09 17:00:00,986,17,3,3,1,1989,0
1989-03-09 18:00:00,975,18,3,3,1,1989,0
1989-03-09 19:00:00,983,19,3,3,1,1989,0
1989-03-09 20:00:00,983,20,3,3,1,1989,0
1989-03-09 21:00:00,990,21,3,3,1,1989,0
1989-03-09 22:00:00,985,22,3,3,1,1989,0
1989-03-09 23:00:00,1017,23,3,3,1,1989,0
1989-03-10 00:00:00,1008,0,4,3,1,1989,0
1989-03-10 01:00:00,996,1,4,3,1,1989,0
1989-03-10 02:00:00,999,2,4,3,1,1989,0
1989-03-10 03:00:00,975,3,4,3,1,1989,0
1989-03-10 04:00:00,986,4,4,3,1,1989,0
1989-03-10 05:00:00,982,5,4,3,1,1989,0
1989-03-10 06:00:00,1008,6,4,3,1,1989,0
1989-03-10 07:00:00,993,7,4,3,1,1989,0
1989-03-10 08:00:00,977,8,4,3,1,1989,0
1989-03-10 09:00:00,984,9,4,3,1,1989,0
1989-03-10 10:00:00,992,10,4,3,1,1989,0
1989-03-10 11:00:00,995,11,4,3,1,1989,0
1989-03-10 12:00:00,984,12,4,3,1,1989,0
1989-03-10 13:00:00,988,13,4,3,1,1989,0
1989-03-10 14:00:00,995,14,4,3,1,1989,0
1989-03-10 15:00:00,1000,15,4,3,1,1989,0
1989-03-10 16:00:00,1004,16,4,3,1,1989,0
1989-03-10 17:00:00,1025,17,4,3,1,1989,0
1989-03-10 18:00:00,1003,18,4,3,1,1989,0
1989-03-10 19:00:00,997,19,4,3,1,1989,0
1989-03-10 20:00:00,990,20,4,3,1,1989,0
1989-03-10 21:00:00,1013,21,4,3,1,1989,0
1989-03-10 22:00:00,995,22,4,3,1,1989,0
1989-03-10 23:00:00,996,23,4,3,1,1989,0
1989-03-11 00:00:00,983,0,5,3,1,1989,1
1989-03-11 01:00:00,994,1,5,3,1,1989,1
1989-03-11 02:00:00,1005,2,5,3,1,1989,1
1989-03-11 03:00:00,1017,3,5,3,1,1989,1
1989-03-11 04:00:00,1015,4,5,3,1,1989,1
1989-03-11 05:00:00,1025,5,5,3,1,1989,1
1989-03-11 06:00:00,998,6,5,3,1,1989,1
1989-03-11 07:00:00,987,7,5,3,1,1989,1
1989-03-11 08:00:00,994,8,5,3,1,1989,1
1989-03-11 09:00:00,990,9,5,3,1,1989,1
1989-03-11 10:00:00,1007,10,5,3,1,1989,1
1989-03-11 11:00:00,1003,11,5,3,1,1989,1
1989-03-11 12:00:00,990,12,5,3,1,1989,1
1989-03-11 13:00:00,971,13,5,3,1,1989,1
1989-03-11 14:00:00,974,14,5,3,1,1989,1
1989-03-11 15:00:00,987,15,5,3,1,1989,1
1989-03-11 16:00:00,981,16,5,3,1,1989,1
1989-03-11 17:00:00,1000,17,5,3,1,1989,1
1989-03-11 18:00:00,1021,18,5,3,1,1989,1
1989-03-11 19:00:00,1017,19,5,3,1,1989,1
1989-03-11 20:00:00,1002,20,5,3,1,1989,1
1989-03-11 21:00:00,1011,21,5,3,1,1989,1
1989-03-11 22:00:00,1011,22,5,3,1,1989,1
1989-03-11 23:00:00,995,23,5,3,1,1989,1
1989-03-12 00:00:00,981,0,6,3,1,1989,1
1989-03-12 01:00:00,966,1,6,3,1,1989,1
1989-03-12 02:00:00,986,2,6,3,1,1989,1
1989-03-12 03:00:00,979,3,6,3,1,1989,1
1989-03-12 04:00:00,974,4,6,3,1,1989,1
1989-03-12 05:00:00,950,5,6,3,1,1989,1
1989-03-12 06:00:00,971,6,6,3,1,1989,1
1989-03-12 07:00:00,1022,7,6,3,1,1989,1
1989-03-12 08:00:00,986,8,6,3,1,1989,1
1989-03-12 09:00:00,1006,9,6,3,1,1989,1
1989-03-12 10:00:00,1004,10,6,3,1,1989,1
1989-03-12 11:00:00,1012,11,6,3,1,1989,1
1989-03-12 12:00:00,998,12,6,3,1,1989,1
1989-03-12 13:00:00,970,13,6,3,1,1989,1
1989-03-12 14:00:00,984,14,6,3,1,1989,1
1989-03-12 15:00:00,998,15,6,3,1,1989,1
1989-03-12 16:00:00,1009,16,6,3,1,1989,1
1989-03-12 17:00:00,1012,17,6,3,1,1989,1
1989-03-12 18:00:00,982,18,6,3,1,1989,1
1989-03-12 19:00:00,1011,19,6,3,1,1989,1
1989-03-12 20:00:00,1004,20,6,3,1,1989,1
1989-03-12 21:00:00,998,21,6,3,1,1989,1
1989-03-12 22:00:00,1010,22,6,3,1,1989,1
1989-03-12 23:00:00,985,23,6,3,1,1989,1
1989-03-13 00:00:00,994,0,0,3,1,1989,0
1989-03-13 01:00:00,1008,1,0,3,1,1989,0
1989-03-13 02:00:00,1005,2,0,3,1,1989,0
1989-03-13 03:00:00,1005,3,0,3,1,1989,0
1989-03-13 04:00:00,1003,4,0,3,1,1989,0
1989-03-13 05:00:00,998,5,0,3,1,1989,0
1989-03-13 06:00:00,958,6,0,3,1,1989,0
1989-03-13 07:00:00,962,7,0,3,1,1989,0
1989-03-13 08:00:00,971,8,0,3,1,1989,0
1989-03-13 09:00:00,989,9,0,3,1,1989,0
1989-03-13 10:00:00,964,10,0,3,1,1989,0
1989-03-13 11:00:00,963,11,0,3,1,1989,0
1989-03-13 12:00:00,981,12,0,3,1,1989,0
1989-03-13 13:00:00,985,13,0,3,1,1989,0
1989-03-13 14:00:00,975,14,0,3,1,1989,0
1989-03-13 15:00:00,989,15,0,3,1,1989,0
1989-03-13 16:00:00,994,16,0,3,1,1989,0
1989-03-13 17:00:00,988,17,0,3,1,1989,0
1989-03-13 18:00:00,995,18,0,3,1,1989,0
1989-03-13 19:00:00,978,19,0,3,1,1989,0
1989-03-13 20:00:00,967,20,0,3,1,1989,0
1989-03-13 21:00:00,995,21,0,3,1,1989,0
1989-03-13 22:00:00,1019,22,0,3,1,1989,0
1989-03-13 23:00:00,950,23,0,3,1,1989,0
1989-03-14 00:00:00,979,0,1,3,1,1989,0
1989-03-14 01:00:00,994,1,1,3,1,1989,0
1989-03-14 02:00:00,958,2,1,3,1,1989,0
1989-03-14 03:00:00,1001,3,1,3,1,1989,0
1989-03-14 04:00:00,981,4,1,3,1,1989,0
1989-03-14 05:00:00,945,5,1,3,1,1989,0
1989-03-14 06:00:00,970,6,1,3,1,1989,0
1989-03-14 07:00:00,947,7,1,3,1,1989,0
1989-03-14 08:00:00,941,8,1,3,1,1989,0
1989-03-14 09:00:00,962,9,1,3,1,1989,0
1989-03-14 10:00:00,973,10,1,3,1,1989,0
1989-03-14 11:00:00,981,11,1,3,1,1989,0
1989-03-14 12:00:00,985,12,1,3,1,1989,0
1989-03-14 13:00:00,994,13,1,3,1,1989,0
1989-03-14 14:00:00,974,14,1,3,1,1989,0
1989-03-14 15:00:00,974,15,1,3,1,1989,0
1989-03-14 16:00:00,993,16,1,3,1,1989,0
1989-03-14 17:00:00,955,17,1,3,1,1989,0
1989-03-14 18:00:00,979,18,1,3,1,1989,0
1989-03-14 19:00:00,1005,19,1,3,1,1989,0
1989-03-14 20:00:00,1004,20,1,3,1,1989,0
1989-03-14 21:00:00,1009,21,1,3,1,1989,0
1989-03-14 22:00:00,1015,22,1,3,1,1989,0
1989-03-14 23:00:00,1020,23,1,3,1,1989,0
1989-03-15 00:00:00,1013,0,2,3,1,1989,0
1989-03-15 01:00:00,1020,1,2,3,1,1989,0
1989-03-15 02:00:00,1000,2,2,3,1,1989,0
1989-03-15 03:00:00,982,3,2,3,1,1989,0
1989-03-15 04:00:00,979,4,2,3,1,1989,0
1989-03-15 05:00:00,985,5,2,3,1,1989,0
1989-03-15 06:00:00,1009,6,2,3,1,1989,0
1989-03-15 07:00:00,984,7,2,3,1,1989,0
1989-03-15 08:00:00,970,8,2,3,1,1989,0
1989-03-15 09:00:00,1002,9,2,3,1,1989,0
1989-03-15 10:00:00,998,10,2,3,1,1989,0
1989-03-15 11:00:00,986,11,2,3,1,1989,0
1989-03-15 12:00:00,999,12,2,3,1,1989,0
1989-03-15 13:00:00,961,13,2,3,1,1989,0
1989-03-15 14:00:00,990,14,2,3,1,1989,0
1989-03-15 15:00:00,983,15,2,3,1,1989,0
1989-03-15 16:00:00,987,16,2,3,1,1989,0
1989-03-15 17:00:00,990,17,2,3,1,1989,0
1989-03-15 18:00:00,989,18,2,3,1,1989,0
1989-03-15 19:00:00,999,19,2,3,1,1989,0
1989-03-15 20:00:00,1000,20,2,3,1,1989,0
1989-03-15 21:00:00,1005,21,2,3,1,1989,0
1989-03-15 22:00:00,1012,22,2,3,1,1989,0
1989-03-15 23:00:00,990,23,2,3,1,1989,0
1989-03-16 00:00:00,980,0,3,3,1,1989,0
1989-03-16 01:00:00,987,1,3,3,1,1989,0
1989-03-16 02:00:00,1002,2,3,3,1,1989,0
1989-03-16 03:00:00,1004,3,3,3,1,1989,0
1989-03-16 04:00:00,992,4,3,3,1,1989,0
1989-03-16 05:00:00,994,5,3,3,1,1989,0
1989-03-16 06:00:00,1000,6,3,3,1,1989,0
1989-03-16 07:00:00,982,7,3,3,1,1989,0
1989-03-16 08:00:00,998,8,3,3,1,1989,0
1989-03-16 09:00:00,966,9,3,3,1,1989,0
1989-03-16 10:00:00,970,10,3,3,1,1989,0
1989-03-16 11:00:00,986,11,3,3,1,1989,0
1989-03-16 12:00:00,964,12,3,3,1,1989,0
1989-03-16 13:00:00,979,13,3,3,1,1989,0
1989-03-16 14:00:00,993,14,3,3,1,1989,0
1989-03-16 15:00:00,1010,15,3,3,1,1989,0
1989-03-16 16:00:00,1004,16,3,3,1,1989,0
1989-03-16 17:00:00,1011,17,3,3,1,1989,0
1989-03-16 18:00:00,1004,18,3,3,1,1989,0
1989-03-16 19:00:00,1006,19,3,3,1,1989,0
1989-03-16 20:00:00,993,20,3,3,1,1989,0
1989-03-16 21:00:00,997,21,3,3,1,1989,0
1989-03-16 22:00:00,994,22,3,3,1,1989,0
1989-03-16 23:00:00,988,23,3,3,1,1989,0
1989-03-17 00:00:00,980,0,4,3,1,1989,0
1989-03-17 01:00:00,1023,1,4,3,1,1989,0
1989-03-17 02:00:00,1008,2,4,3,1,1989,0
1989-03-17 03:00:00,1012,3,4,3,1,1989,0
1989-03-17 04:00:00,994,4,4,3,1,1989,0
1989-03-17 05:00:00,988,5,4,3,1,1989,0
1989-03-17 06:00:00,1000,6,4,3,1,1989,0
1989-03-17 07:00:00,1001,7,4,3,1,1989,0
1989-03-17 08:00:00,979,8,4,3,1,1989,0
1989-03-17 09:00:00,994,9,4,3,1,1989,0
1989-03-17 10:00:00,992,10,4,3,1,1989,0
1989-03-17 11:00:00,1008,11,4,3,1,1989,0
1989-03-17 12:00:00,1031,12,4,3,1,1989,0
1989-03-17 13:00:00,1012,13,4,3,1,1989,0
1989-03-17 14:00:00,1009,14,4,3,1,1989,0
1989-03-17 15:00:00,1017,15,4,3,1,1989,0
1989-03-17 16:00:00,1027,16,4,3,1,1989,0
1989-03-17 17:00:00,1026,17,4,3,1,1989,0
1989-03-17 18:00:00,1022,18,4,3,1,1989,0
1989-03-17 19:00:00,1024,19,4,3,1,1989,0
1989-03-17 20:00:00,1021,20,4,3,1,1989,0
1989-03-17 21:00:00,1020,21,4,3,1,1989,0
1989-03-17 22:00:00,1014,22,4,3,1,1989,0
1989-03-17 23:00:00,1023,23,4,3,1,1989,0
1989-03-18 00:00:00,1021,0,5,3,1,1989,1
1989-03-18 01:00:00,1024,1,5,3,1,1989,1
1989-03-18 02:00:00,1014,2,5,3,1,1989,1
1989-03-18 03:00:00,1027,3,5,3,1,1989,1
1989-03-18 04:00:00,981,4,5,3,1,1989,1
1989-03-18 05:00:00,972,5,5,3,1,1989,1
1989-03-18 06:00:00,991,6,5,3,1,1989,1
1989-03-18 07:00:00,1008,7,5,3,1,1989,1
1989-03-18 08:00:00,993,8,5,3,1,1989,1
1989-03-18 09:00:00,983,9,5,3,1,1989,1
1989-03-18 10:00:00,996,10,5,3,1,1989,1
1989-03-18 11:00:00,983,11,5,3,1,1989,1
1989-03-18 12:00:00,1008,12,5,3,1,1989,1
1989-03-18 13:00:00,1006,13,5,3,1,1989,1
1989-03-18 14:00:00,998,14,5,3,1,1989,1
1989-03-18 15:00:00,1011,15,5,3,1,1989,1
1989-03-18 16:00:00,1017,16,5,3,1,1989,1
1989-03-18 17:00:00,1019,17,5,3,1,1989,1
1989-03-18 18:00:00,1021,18,5,3,1,1989,1
1989-03-18 19:00:00,982,19,5,3,1,1989,1
1989-03-18 20:00:00,987,20,5,3,1,1989,1
1989-03-18 21:00:00,1015,21,5,3,1,1989,1
1989-03-18 22:00:00,999,22,5,3,1,1989,1
1989-03-18 23:00:00,984,23,5,3,1,1989,1
1989-03-19 00:00:00,1006,0,6,3,1,1989,1
1989-03-19 01:00:00,983,1,6,3,1,1989,1
1989-03-19 02:00:00,991,2,6,3,1,1989,1
1989-03-19 03:00:00,998,3,6,3,1,1989,1
1989-03-19 04:00:00,991,4,6,3,1,1989,1
1989-03-19 05:00:00,964,5,6,3,1,1989,1
1989-03-19 06:00:00,984,6,6,3,1,1989,1
1989-03-19 07:00:00,978,7,6,3,1,1989,1
1989-03-19 08:00:00,1020,8,6,3,1,1989,1
1989-03-19 09:00:00,1019,9,6,3,1,1989,1
1989-03-19 10:00:00,1010,10,6,3,1,1989,1
1989-03-19 11:00:00,1015,11,6,3,1,1989,1
1989-03-19 12:00:00,1011,12,6,3,1,1989,1
1989-03-19 13:00:00,994,13,6,3,1,1989,1
1989-03-19 14:00:00,975,14,6,3,1,1989,1
1989-03-19 15:00:00,990,15,6,3,1,1989,1
1989-03-19 16:00:00,1008,16,6,3,1,1989,1
1989-03-19 17:00:00,1006,17,6,3,1,1989,1
1989-03-19 18:00:00,1014,18,6,3,1,1989,1
1989-03-19 19:00:00,1000,19,6,3,1,1989,1
1989-03-19 20:00:00,1009,20,6,3,1,1989,1
1989-03-19 21:00:00,1008,21,6,3,1,1989,1
1989-03-19 22:00:00,1000,22,6,3,1,1989,1
1989-03-19 23:00:00,1016,23,6,3,1,1989,1
1989-03-20 00:00:00,1001,0,0,3,1,1989,0
1989-03-20 01:00:00,991,1,0,3,1,1989,0
1989-03-20 02:00:00,979,2,0,3,1,1989,0
1989-03-20 03:00:00,980,3,0,3,1,1989,0
1989-03-20 04:00:00,993,4,0,3,1,1989,0
1989-03-20 05:00:00,976,5,0,3,1,1989,0
1989-03-20 06:00:00,970,6,0,3,1,1989,0
1989-03-20 07:00:00,954,7,0,3,1,1989,0
1989-03-20 08:00:00,969,8,0,3,1,1989,0
1989-03-20 09:00:00,990,9,0,3,1,1989,0
1989-03-20 10:00:00,958,10,0,3,1,1989,0
1989-03-20 11:00:00,1000,11,0,3,1,1989,0
1989-03-20 12:00:00,1013,12,0,3,1,1989,0
1989-03-20 13:00:00,997,13,0,3,1,1989,0
1989-03-20 14:00:00,998,14,0,3,1,1989,0
1989-03-20 15:00:00,994,15,0,3,1,1989,0
1989-03-20 16:00:00,1005,16,0,3,1,1989,0
1989-03-20 17:00:00,999,17,0,3,1,1989,0
1989-03-20 18:00:00,964,18,0,3,1,1989,0
1989-03-20 19:00:00,993,19,0,3,1,1989,0
1989-03-20 20:00:00,976,20,0,3,1,1989,0
1989-03-20 21:00:00,977,21,0,3,1,1989,0
1989-03-20 22:00:00,1003,22,0,3,1,1989,0
1989-03-20 23:00:00,1004,23,0,3,1,1989,0
1989-03-21 00:00:00,986,0,1,3,1,1989,0
1989-03-21 01:00:00,974,1,1,3,1,1989,0
1989-03-21 02:00:00,955,2,1,3,1,1989,0
1989-03-21 03:00:00,991,3,1,3,1,1989,0
1989-03-21 04:00:00,1001,4,1,3,1,1989,0
1989-03-21 05:00:00,1000,5,1,3,1,1989,0
1989-03-21 06:00:00,994,6,1,3,1,1989,0
1989-03-21 07:00:00,994,7,1,3,1,1989,0
1989-03-21 08:00:00,1007,8,1,3,1,1989,0
1989-03-21 09:00:00,990,9,1,3,1,1989,0
1989-03-21 10:00:00,1000,10,1,3,1,1989,0
1989-03-21 11:00:00,1007,11,1,3,1,1989,0
1989-03-21 12:00:00,1005,12,1,3,1,1989,0
1989-03-21 13:00:00,998,13,1,3,1,1989,0
1989-03-21 14:00:00,983,14,1,3,1,1989,0
1989-03-21 15:00:00,941,15,1,3,1,1989,0
1989-03-21 16:00:00,943,16,1,3,1,1989,0
1989-03-21 17:00:00,941,17,1,3,1,1989,0
1989-03-21 18:00:00,941,18,1,3,1,1989,0
1989-03-21 19:00:00,936,19,1,3,1,1989,0
1989-03-21 20:00:00,939,20,1,3,1,1989,0
1989-03-21 21:00:00,989,21,1,3,1,1989,0
1989-03-21 22:00:00,977,22,1,3,1,1989,0
1989-03-21 23:00:00,952,23,1,3,1,1989,0
1989-03-22 00:00:00,937,0,2,3,1,1989,0
1989-03-22 01:00:00,935,1,2,3,1,1989,0
1989-03-22 02:00:00,937,2,2,3,1,1989,0
1989-03-22 03:00:00,936,3,2,3,1,1989,0
1989-03-22 04:00:00,933,4,2,3,1,1989,0
1989-03-22 05:00:00,939,5,2,3,1,1989,0
1989-03-22 06:00:00,934,6,2,3,1,1989,0
1989-03-22 07:00:00,929,7,2,3,1,1989,0
1989-03-22 08:00:00,931,8,2,3,1,1989,0
1989-03-22 09:00:00,936,9,2,3,1,1989,0
1989-03-22 10:00:00,937,10,2,3,1,1989,0
1989-03-22 11:00:00,942,11,2,3,1,1989,0
1989-03-22 12:00:00,977,12,2,3,1,1989,0
1989-03-22 13:00:00,994,13,2,3,1,1989,0
1989-03-22 14:00:00,998,14,2,3,1,1989,0
1989-03-22 15:00:00,1000,15,2,3,1,1989,0
1989-03-22 16:00:00,997,16,2,3,1,1989,0
1989-03-22 17:00:00,1014,17,2,3,1,1989,0
1989-03-22 18:00:00,1004,18,2,3,1,1989,0
1989-03-22 19:00:00,990,19,2,3,1,1989,0
1989-03-22 20:00:00,996,20,2,3,1,1989,0
1989-03-22 21:00:00,994,21,2,3,1,1989,0
1989-03-22 22:00:00,1001,22,2,3,1,1989,0
1989-03-22 23:00:00,1004,23,2,3,1,1989,0
1989-03-23 00:00:00,986,0,3,3,1,1989,0
1989-03-23 01:00:00,943,1,3,3,1,1989,0
1989-03-23 02:00:00,994,2,3,3,1,1989,0
1989-03-23 03:00:00,1029,3,3,3,1,1989,0
1989-03-23 04:00:00,1041,4,3,3,1,1989,0
1989-03-23 05:00:00,1037,5,3,3,1,1989,0
1989-03-23 06:00:00,1026,6,3,3,1,1989,0
1989-03-23 07:00:00,1021,7,3,3,1,1989,0
1989-03-23 08:00:00,1005,8,3,3,1,1989,0
1989-03-23 09:00:00,1017,9,3,3,1,1989,0
1989-03-23 10:00:00,1016,10,3,3,1,1989,0
1989-03-23 11:00:00,1014,11,3,3,1,1989,0
1989-03-23 12:00:00,1013,12,3,3,1,1989,0
1989-03-23 13:00:00,1024,13,3,3,1,1989,0
1989-03-23 14:00:00,1022,14,3,3,1,1989,0
1989-03-23 15:00:00,1023,15,3,3,1,1989,0
1989-03-23 16:00:00,1037,16,3,3,1,1989,0
1989-03-23 17:00:00,1025,17,3,3,1,1989,0
1989-03-23 18:00:00,1038,18,3,3,1,1989,0
1989-03-23 19:00:00,1026,19,3,3,1,1989,0
1989-03-23 20:00:00,1019,20,3,3,1,1989,0
1989-03-23 21:00:00,1020,21,3,3,1,1989,0
1989-03-23 22:00:00,1019,22,3,3,1,1989,0
1989-03-23 23:00:00,1027,23,3,3,1,1989,0
1989-03-24 00:00:00,1024,0,4,3,1,1989,0
1989-03-24 01:00:00,1021,1,4,3,1,1989,0
1989-03-24 02:00:00,1018,2,4,3,1,1989,0
1989-03-24 03:00:00,1020,3,4,3,1,1989,0
1989-03-24 04:00:00,1020,4,4,3,1,1989,0
1989-03-24 05:00:00,1016,5,4,3,1,1989,0
